video_id,video_title,comment_id,comment_text,author_name,like_count,reply_count,published_at,updated_at,comment_length,is_reply,days_since_upload,video_view_count,video_like_count,video_comment_count,video_upload_date,video_description,parent_id,detected_language,comment_type,word_count,hour_of_day,day_of_week,quality_score,sentiment
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgxqDdZv9oQ1BwYZrrR4AaABAg,"super shy season passed, its time to turn on this masterpiece. DITTO SEASON IS COMING YALL",@hhhhhhngm,133,0,2023-11-05 09:36:51+00:00,2023-11-05T09:36:51Z,90,False,647.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,16,9,Sunday,60,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgwZa7JaXZf-eA0fC0x4AaABAg,"This is so nostalgic, make me remember back then when kpop not popular, and everyone think we wierdo.

Thank you new jeans. Closing 2022 with such a beautiful masterpiece, looking forward for the next.",@dudodomba,138,1,2022-12-19 11:33:30+00:00,2022-12-19T13:59:42Z,201,False,968.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,emotional_response,34,11,Monday,90,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgwyVD3h6rU4VxbV6FB4AaABAg,뮤비 느낌도 노래도 좋네요,@PrettyCuteGirl7,172,0,2022-12-23 14:13:04+00:00,2022-12-23T14:13:04Z,14,False,964.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,ko,emotional_response,4,14,Friday,50,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugx6r2lHoaPjT-Mk_od4AaABAg,우리 애들 정말 보고 싶다 작년 이맘때에 bubblegum 나왔는데 그립다,@미래야,5,0,2025-04-21 14:00:32+00:00,2025-04-21T14:00:32Z,41,False,114.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,ko,general,10,14,Monday,20,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugx-p2bt4TFRbNQXUbl4AaABAg,"소름돋는 디토 뮤비 해석

ditto (side A)에서는 4:05초에 붕대에 “OMG뮤직비디오” 라고 거꾸로 써있네요. 

처음 나온대사  “희수야 그거 아니야”
(5:00)에서는  “희진아 그거 아니야”

희수는 “민희진”을 투영한 인물입니다.

side A가 희망편인 이유는
OMG뮤직비디오가 수면으로 올라왔을때를 말한거겠네요..  

뉴진스 ditto(side B) 뮤비는 희수(민희진을 투영한 사람)가 죽고 뉴진스멤버 5명만 남아
마지막 장면에는 
혜인 : (OmG에 나온 곰인형을 든채로) 우리 이제 뭐하지?
민지:  곰인형을 가르키며 ""이거""  라고 말하며 끝납니다.

(side B) = ""사이비"" 라는 메세지 라고 볼수 있겠네요..",@Leblanc-ka,716,23,2024-04-29 15:56:37+00:00,2024-04-29T16:02:32Z,367,False,471.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,ko,mv_analysis,72,15,Monday,100,neutral
,,Ugx-p2bt4TFRbNQXUbl4AaABAg.A2ozQU6JPYKA2p-f0uFAl0,"OMG에서도 처음에 하니? 나래이션 나올 때 희수야 전화 좀 받아 :( 라고 비둘기에 적어서 날리는 부분이 있었는데...
기자회견에서 민희진이 뉴진스 멤버들이 무섭다고 말하며 영상통화 했다고 울면서 얘기했는데 그걸 뮤비에 넣은듯...",@user-yangpaqqunya,59,0,2024-04-29 16:07:29+00:00,,130,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",Ugx-p2bt4TFRbNQXUbl4AaABAg,ko,general,30,16,Monday,70,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugy81BPhdL1V6mF_JLh4AaABAg,"I'm 23, I watched half the video and started tearing up. This made me nostalgic in  a very weird way. I loved this💚, gonna stan them!",@shwetaghosh6193,128,2,2022-12-21 06:36:30+00:00,2022-12-21T06:36:30Z,133,False,966.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,mv_analysis,26,6,Wednesday,90,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgwqFDuJhscLRI11Szp4AaABAg,"I used to listen to this music while enjoying their voices and their beauty. It hits differently now; yesterday, my friend went too far—I’m wishing that I could’ve saved her. The story relates to me so much, and now I realize how hard it is to move on when you lose someone special to you.",@unknownnnnn574,457,7,2023-02-24 07:41:35+00:00,2023-02-24T07:41:35Z,289,False,901.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,mv_analysis,55,7,Friday,100,positive
,,UgwqFDuJhscLRI11Szp4AaABAg.9mVsxVU4Uju9mVu7D87UiH,Sorry for your lost,@abcdefghijklmnop5902,23,0,2023-02-24 07:51:47+00:00,,19,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgwqFDuJhscLRI11Szp4AaABAg,en,general,4,7,Friday,30,neutral
,,UgwqFDuJhscLRI11Szp4AaABAg.9mVsxVU4Uju9mZZ0uiUizl,"Sorry for your loss.
I’m lost my father to sucide when I was 12. There’s nothing you could have done and don’t blame yourself. That’s the worst thing you can do after losing someone. Recommendation: go to a therapist",@sisterseagaming3477,22,0,2023-02-25 17:55:38+00:00,,216,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgwqFDuJhscLRI11Szp4AaABAg,en,general,39,17,Saturday,60,negative
,,UgwqFDuJhscLRI11Szp4AaABAg.9mVsxVU4Uju9nj6-nnKUIv,다 괞찬을거에요!! 같이 힘내요~~화이팅!!!!!!!    \ ^^ /,@Zzemminy,1,0,2023-03-26 16:45:07+00:00,,39,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgwqFDuJhscLRI11Szp4AaABAg,ko,general,7,16,Sunday,20,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugz8a-gRKicRerKBdl54AaABAg,one of my favorite k-pop songs :),@Kristielina,6,0,2025-04-23 04:05:13+00:00,2025-04-23T04:05:13Z,33,False,113.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,7,4,Wednesday,30,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgxBnB61LhVL9_xFs8Z4AaABAg,"For some reason I always get tears when I hear this song. The melody is pop, but maybe it's because the progression is mellow... It's a very comfortable song.…",@stratofortress2,135,1,2023-04-23 03:51:18+00:00,2023-04-23T03:51:18Z,159,False,844.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,emotional_response,29,3,Sunday,90,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgznRSqcg55Z7Isnfbx4AaABAg,"1:20 . I have had a moment like this and it hurts so bad. For you, time stops when you see the person. But for them time keeps going on even if they see you. I love this song and the MV makes it 200x better",@LizzyNightingale,1837,4,2022-12-25 13:34:20+00:00,2022-12-25T13:34:20Z,206,False,962.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,mv_analysis,46,13,Sunday,90,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgyV5KYOXvGKhNA1Hg14AaABAg,"Mark my words, they are gonna be one of the biggest girl groups!!! They are all shining together and no one outshines other. They are all so talented, all visuals, vocals, dance machines!! This is the true girl group we needed. And their songs are so different, they are changing k-pop in an amazing way 💜💙💜",@mostlynana,394,9,2022-12-19 11:45:00+00:00,2022-12-19T11:45:00Z,307,False,968.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,music_technical,56,11,Monday,95,positive
,,UgyV5KYOXvGKhNA1Hg14AaABAg.9jonYm7nzBF9jorEJmGEfm,I believe this,@wandeesthoughts,2,0,2022-12-19 12:17:10+00:00,,14,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgyV5KYOXvGKhNA1Hg14AaABAg,en,general,3,12,Monday,10,neutral
,,UgyV5KYOXvGKhNA1Hg14AaABAg.9jonYm7nzBF9jorSY1bkb5,They're already the fastest girl group in history to get a Daesang at just 4 months from debut! Looking forward to their journey ahead 👏,@giakulasa,2,0,2022-12-19 12:19:06+00:00,,136,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgyV5KYOXvGKhNA1Hg14AaABAg,en,mv_analysis,25,12,Monday,50,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugy2W0pNfWg8zYXKFfF4AaABAg,April 2025 anyone? 😪,@ALX-wk6zh,1811,67,2025-04-13 01:31:16+00:00,2025-04-13T01:31:16Z,20,False,123.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,tl,general,4,1,Sunday,60,neutral
,,Ugy2W0pNfWg8zYXKFfF4AaABAg.AGq4oqSppD8AH6JpntP5HV,MEEEEEE,@Cerealsnakz,10,0,2025-04-19 18:09:34+00:00,,7,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",Ugy2W0pNfWg8zYXKFfF4AaABAg,sw,general,1,18,Saturday,20,neutral
,,Ugy2W0pNfWg8zYXKFfF4AaABAg.AGq4oqSppD8AH7qJ6dPxU7,I'm here !,@cool_w1th_you,5,0,2025-04-20 08:21:18+00:00,,10,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",Ugy2W0pNfWg8zYXKFfF4AaABAg,da,general,3,8,Sunday,10,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgwCC1NV7E4q2XaLVLR4AaABAg,"los vídeos tienen vibras extrañas, siento deseos de llorar mientras los veo, no sé cómo explicarlo, se siente nostálgico de alguna manera, soy la única que sintió eso?",@dovless,8621,132,2022-12-19 09:20:34+00:00,2022-12-19T09:20:34Z,167,False,968.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,es,general,28,9,Monday,90,neutral
,,UgwCC1NV7E4q2XaLVLR4AaABAg.9joY0s_91g99joY7E4ok59,"Super yoooo, me dio cosita que quisiera llorar y no saber la razooon",@samoariosa4747,305,0,2022-12-19 09:21:26+00:00,,68,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgwCC1NV7E4q2XaLVLR4AaABAg,es,general,13,9,Monday,60,neutral
,,UgwCC1NV7E4q2XaLVLR4AaABAg.9joY0s_91g99joYTf0RxPg,Yo tmbbbb,@queenara9955,73,0,2022-12-19 09:24:30+00:00,,9,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgwCC1NV7E4q2XaLVLR4AaABAg,en,general,2,9,Monday,40,neutral
,,UgwCC1NV7E4q2XaLVLR4AaABAg.9joY0s_91g99joYtm1l8DT,lo sentí como un deja vu la verdad,@confessionofpain2491,203,0,2022-12-19 09:28:12+00:00,,34,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgwCC1NV7E4q2XaLVLR4AaABAg,es,general,8,9,Monday,50,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgwlyYw8HWnIAhC1xop4AaABAg,New Jeans you will earn your well deserved award!!!,@minhquanhuynh3107,132,0,2022-12-30 12:42:33+00:00,2022-12-30T12:43:02Z,51,False,957.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,9,12,Friday,60,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgwxWfGGX8x71ST7W8N4AaABAg,영원히 이 곡을 사랑하고 언제나 뉴진스를 기다리는 중,@gynftruika2947,8,0,2025-04-24 23:07:22+00:00,2025-04-24T23:07:22Z,29,False,111.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,ko,fan_support,8,23,Thursday,30,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugzt8w7bGTNlm5za6-94AaABAg,"I really  loved everything about it the cinematography, the concept, the nostalgia, the beat, the lyrics
the MV and music are so simple, but these are beautifully created and hit my heart so hard.💙💙
They created their own concept which set them apart in a great way👖🐇",@bouthaina954,472,0,2022-12-24 18:28:53+00:00,2022-12-24T18:28:53Z,267,False,963.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,mv_analysis,47,18,Saturday,80,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgxoRNd5GADsN4XBrCx4AaABAg,"LAS CHICAS DEMUESTRAN QUE LA INFANCIA, EL COLEGIO, EL PRIMER AMOR Y EL EXITO SON FASES DE LA VIDA QUE HAY QUE DISFRUTAR AL MAXIMO. FELIZ NAVIDAD",@roroasesino2019,246,0,2022-12-20 01:21:54+00:00,2022-12-20T01:21:54Z,144,False,968.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,27,1,Tuesday,70,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgzvlBh3TsH81cpEoiZ4AaABAg,"we should get at least 10M in the first 24 hours for ditto mv, let's show our support bunnies!",@marianasouza887,189,9,2022-12-19 16:12:48+00:00,2022-12-19T16:12:48Z,94,False,968.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,mv_analysis,19,16,Monday,90,neutral
,,UgzvlBh3TsH81cpEoiZ4AaABAg.9jpHCED3XgK9jpHEOzDCSs,"We can't ,mv too long",@julyline5252,1,0,2022-12-19 16:13:06+00:00,,21,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgzvlBh3TsH81cpEoiZ4AaABAg,en,mv_analysis,5,16,Monday,30,neutral
,,UgzvlBh3TsH81cpEoiZ4AaABAg.9jpHCED3XgK9jpQ0L4mE4X,@@julyline5252 you just have to listen the first 30 seconds,@Angel-lh1wo,4,0,2022-12-19 17:29:50+00:00,,59,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgzvlBh3TsH81cpEoiZ4AaABAg,en,general,10,17,Monday,30,neutral
,,UgzvlBh3TsH81cpEoiZ4AaABAg.9jpHCED3XgK9jpS9f4F1im,Let's not do this,@brigidalozie4234,7,0,2022-12-19 17:48:35+00:00,,17,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgzvlBh3TsH81cpEoiZ4AaABAg,en,general,4,17,Monday,20,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugw-aUKjm0iX1jYqaYF4AaABAg,"It doesn’t matter who they come back as, as long as they come back😞🩵",@lhoce4218,5,0,2025-07-20 14:10:30+00:00,2025-07-20T14:10:30Z,68,False,24.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,14,14,Sunday,30,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgzIFqSHx3KnqM0POsl4AaABAg,TRUE FACT: It's great and satisfying to see NewJeans coming back and making hits!!! true TEEN QUEENS!,@letitshine6140,135,1,2022-12-19 09:15:17+00:00,2022-12-19T09:15:17Z,101,False,968.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,fan_support,17,9,Monday,80,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgzxiioDPYfBLoB8KV14AaABAg,"dios, el video es una obra de arte (lo siento si alguien no está de acuerdo con esto, es sólo mi opinión) la escenografía, las actuaciones, los colores y la ambientación además de la historia y la canción, todo es hermoso, realmente se lucieron con esto !! además mis chicas cantan precioso y sus voces quedan perfectas, definitivamente me ha gustado mucho el mv < 3 New Jeans fighting !!",@yoonseoulmate6954,151,0,2022-12-19 15:07:51+00:00,2022-12-19T15:07:51Z,388,False,968.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,es,mv_analysis,70,15,Monday,80,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugwdo73nesAUe3nEErh4AaABAg,"Newjeans is getting some recognition!!!

Number 5 on music in the Philippines!!!",@ilabjihyo2336,363,5,2022-12-20 05:08:22+00:00,2022-12-20T05:08:22Z,80,False,968.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,12,5,Tuesday,70,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugy2L__W3RRnG5BZI6t4AaABAg,Coming back here because i miss them and watching this MV makes me tear up..,@Allaboutkpop_andgl,8,0,2025-05-22 16:39:49+00:00,2025-05-22T16:39:49Z,76,False,83.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,mv_analysis,15,16,Thursday,50,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgzP7MsElAzWrvDgfNB4AaABAg,Мурашки от клипа и песни... Давно не испытывала подобных чувств. Я в восторге,@natalib3972,134,0,2022-12-20 17:30:45+00:00,2022-12-20T17:30:45Z,77,False,967.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,ru,general,13,17,Tuesday,60,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgyInsraQxRCoVWUX_N4AaABAg,"Sin mentir escuche más de 50 veces esta canción hoy, es súper refrescante ver un concepto así de sencillo y hermoso en el kpop. Stan New Jean",@normaabigailhurtado2882,179,0,2022-12-20 03:44:19+00:00,2022-12-20T03:44:19Z,141,False,968.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,es,mv_analysis,27,3,Tuesday,80,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgyfiUnF5qveIJ8629F4AaABAg,"A veces lo simple es suficiente, este MV es un ejemplo de ello. No necesitó de efectos fuertes, ni sonidos estruendosos (ojo, no hay nada de malo en eso). La historia que proyectó te deja con ganas de saber más. Toda una obra de arte bien contada. Stan New Jeans para una mejor y calida vida ✨",@sheylaraquel5440,192,1,2022-12-19 17:36:09+00:00,2022-12-19T17:36:09Z,293,False,968.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,es,mv_analysis,57,17,Monday,90,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgxvZYHvjYShwFfNCVl4AaABAg,I miss them so much! Stay strong you won’t be forgotten 🐰🐇,@auckii,11,0,2025-05-17 13:33:21+00:00,2025-05-17T13:33:21Z,58,False,88.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,12,13,Saturday,50,positive
